,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
MRPS26,0,0.272782908217618,0.907,0.643,0,2,MRPS26
RPS4X,0,0.272522430288813,1,0.999,0,2,RPS4X
C1GALT1,0,0.271962639856648,0.478,0.171,0,2,C1GALT1
PUS7,0,0.271644900347131,0.346,0.073,0,2,PUS7
ACOT13,0,0.271234520260151,0.598,0.283,0,2,ACOT13
CNPY2,0,0.270763482640858,0.932,0.662,0,2,CNPY2
GTF3C2,0,0.270736188461508,0.397,0.11,0,2,GTF3C2
RER1,0,0.27058381919423,0.64,0.311,0,2,RER1
ATP6V1G1,0,0.270581594052627,0.992,0.909,0,2,ATP6V1G1
TARBP2,0,0.27050636217291,0.475,0.167,0,2,TARBP2
RFC2,0,0.270038287411593,0.467,0.172,0,2,RFC2
TAF10,0,0.269965478121596,0.585,0.271,0,2,TAF10
SYNE4,0,0.269594417563731,0.28,0.024,0,2,SYNE4
MAPKAP1,0,0.268661978490295,0.536,0.223,0,2,MAPKAP1
CUL4A,0,0.26858277818364,0.439,0.153,0,2,CUL4A
SLC6A6,0,0.268181030132628,0.321,0.066,0,2,SLC6A6
PLK1,0,0.267863562758083,0.47,0.099,0,2,PLK1
EIF3E1,0,0.267179353639007,0.998,0.933,0,2,EIF3E
TMEM33,0,0.267002621811034,0.545,0.24,0,2,TMEM33
ADIPOR1,0,0.26698020790152,0.61,0.284,0,2,ADIPOR1
MORF4L1,0,0.266921834564749,0.996,0.943,0,2,MORF4L1
MPST1,0,0.265987173453645,0.781,0.459,0,2,MPST
SELT,0,0.265849509821408,0.577,0.281,0,2,SELT
RPS161,0,0.26538875357058,1,0.995,0,2,RPS16
PRMT6,0,0.265207827926891,0.391,0.115,0,2,PRMT6
G3BP2,0,0.265180888783148,0.798,0.472,0,2,G3BP2
GYLTL1B,0,0.26510530716675,0.257,0.01,0,2,GYLTL1B
GMFB,0,0.264958654191319,0.541,0.241,0,2,GMFB
FAM120AOS,0,0.264927067985524,0.432,0.142,0,2,FAM120AOS
TET1,0,0.26492347259131,0.657,0.298,0,2,TET1
YDJC,0,0.264837709633026,0.467,0.166,0,2,YDJC
DAPK1,0,0.264759194599392,0.38,0.117,0,2,DAPK1
WDR74,0,0.264691373902995,0.59,0.262,0,2,WDR74
ANAPC11,0,0.264684021223515,0.983,0.811,0,2,ANAPC11
TRIP13,0,0.264357723873076,0.355,0.085,0,2,TRIP13
ARMC10,0,0.26419971558502,0.617,0.292,0,2,ARMC10
RPA1,0,0.264019863344772,0.624,0.3,0,2,RPA1
ATRAID1,0,0.263916826376642,0.783,0.47,0,2,ATRAID
PFDN4,0,0.263750512629858,0.928,0.679,0,2,PFDN4
HIGD1A,0,0.263381041683299,0.709,0.389,0,2,HIGD1A
MSRB1,0,0.263380532072552,0.433,0.14,0,2,MSRB1
SUCLG2,0,0.263240058687656,0.408,0.125,0,2,SUCLG2
NTAN1,0,0.263174029537775,0.502,0.195,0,2,NTAN1
ATP5SL,0,0.26313230016472,0.488,0.199,0,2,ATP5SL
ECT2,0,0.262957952132808,0.387,0.1,0,2,ECT2
GSTO1,0,0.262948589607863,0.664,0.345,0,2,GSTO1
TMEM134,0,0.262467173466182,0.631,0.308,0,2,TMEM134
GPN3,0,0.262409232747535,0.552,0.235,0,2,GPN3
ERBB3,0,0.26240381989826,0.313,0.048,0,2,ERBB3
TIMM50,0,0.262270204875733,0.619,0.324,0,2,TIMM50
ELOVL6,0,0.261591488301382,0.604,0.272,0,2,ELOVL6
RQCD1,0,0.26158667392655,0.37,0.126,0,2,RQCD1
CDH3,0,0.26150602929263,0.297,0.042,0,2,CDH3
CSTB,0,0.261406422183985,0.908,0.694,0,2,CSTB
GUCA1A,0,0.261190765802906,0.294,0.055,0,2,GUCA1A
BCCIP,0,0.261152526010189,0.643,0.312,0,2,BCCIP
LINC01224,0,0.260883439159715,0.321,0.07,0,2,LINC01224
TSTA3,0,0.260631982444305,0.524,0.234,0,2,TSTA3
E2F3,0,0.2605998570793,0.43,0.147,0,2,E2F3
LINC00545,0,0.26058444875654,0.25,0.012,0,2,LINC00545
HMGN21,0,0.260335560259446,0.999,0.903,0,2,HMGN2
MFAP2,0,0.260196190339409,0.618,0.237,0,2,MFAP2
CDYL,0,0.260101655077138,0.373,0.1,0,2,CDYL
PCNP,0,0.260029070661437,0.93,0.682,0,2,PCNP
CALCB,0,0.259411164170597,0.261,0.027,0,2,CALCB
RRP7A,0,0.259247015677603,0.507,0.234,0,2,RRP7A
SRSF11,0,0.258869687838658,0.969,0.777,0,2,SRSF11
ATP11C,0,0.258261222720976,0.482,0.19,0,2,ATP11C
AEN,0,0.25806077620821,0.379,0.098,0,2,AEN
CYYR1,0,0.257727090897221,0.324,0.068,0,2,CYYR1
ORMDL1,0,0.2576980334347,0.821,0.514,0,2,ORMDL1
SDAD1,0,0.257662088320149,0.658,0.332,0,2,SDAD1
GTPBP6,0,0.257425543152993,0.393,0.119,0,2,GTPBP6
RITA1,0,0.257302351823333,0.399,0.119,0,2,RITA1
AGPAT5,0,0.257089296444791,0.45,0.16,0,2,AGPAT5
CAP1,0,0.256859664651152,0.839,0.559,0,2,CAP1
ZNF217,0,0.256764678553199,0.275,0.051,0,2,ZNF217
FADS2,0,0.256325223838054,0.621,0.329,0,2,FADS2
RFWD3,0,0.256251976835868,0.324,0.074,0,2,RFWD3
HSD17B4,0,0.256199973716175,0.582,0.275,0,2,HSD17B4
MRPS14,0,0.255938988409142,0.603,0.292,0,2,MRPS14
TARDBP,0,0.255855409513063,0.721,0.402,0,2,TARDBP
RRP15,0,0.25580892752161,0.56,0.247,0,2,RRP15
GALNT7,0,0.25578174898919,0.346,0.082,0,2,GALNT7
YIF1A,0,0.255777270294744,0.75,0.401,0,2,YIF1A
MRPL16,0,0.255762401802676,0.637,0.323,0,2,MRPL16
MND1,0,0.25561506092216,0.42,0.125,0,2,MND1
BID,0,0.255056970722785,0.585,0.267,0,2,BID
CHCHD4,0,0.255011370248469,0.382,0.106,0,2,CHCHD4
NUP37,0,0.25496678787256,0.485,0.195,0,2,NUP37
GYG1,0,0.254801484534553,0.453,0.156,0,2,GYG1
REST1,0,0.254592689114149,0.562,0.238,0,2,REST
DHX15,0,0.25448943941582,0.745,0.442,0,2,DHX15
PLIN2,0,0.254163572999317,0.502,0.189,0,2,PLIN2
C8orf88,0,0.253942231385311,0.272,0.041,0,2,C8orf88
SUPT4H1,0,0.253730512098435,0.865,0.586,0,2,SUPT4H1
MMADHC,0,0.253497562775938,0.779,0.495,0,2,MMADHC
NOB1,0,0.253444028984201,0.621,0.314,0,2,NOB1
OSGIN2,0,0.253282481796471,0.273,0.064,0,2,OSGIN2
HMBS,0,0.253223887000548,0.459,0.169,0,2,HMBS
SRPK1,0,0.252928913791296,0.727,0.409,0,2,SRPK1
RSL24D1,0,0.252863783974991,0.973,0.827,0,2,RSL24D1
NAMPT,0,0.252226093419268,0.56,0.242,0,2,NAMPT
PFAS,0,0.252062737834085,0.282,0.049,0,2,PFAS
SPAG7,0,0.252030989610506,0.8,0.509,0,2,SPAG7
GFPT2,0,0.25196603163213,0.3,0.04,0,2,GFPT2
AKAP1,0,0.251890813303881,0.408,0.13,0,2,AKAP1
PNRC2,0,0.251633889035141,0.682,0.352,0,2,PNRC2
PDHB,0,0.250502987208221,0.732,0.442,0,2,PDHB
FDX1,0,0.250393575359108,0.614,0.295,0,2,FDX1
JTB,7.63550798469291e-308,0.25844735075116,0.944,0.723,3.41582085203222e-303,2,JTB
EIF1AX1,1.01104066672316e-300,0.324675791061609,0.988,0.848,4.52299152665271e-296,2,EIF1AX
ATP5F1,3.26831589006871e-273,0.281155496177316,0.749,0.54,1.46211379658114e-268,2,ATP5F1
RPL411,2.20354365168975e-268,0.314366212775832,1,0.998,9.85777288019928e-264,2,RPL41
SPCS2,3.95724074280996e-255,0.260424173770804,0.922,0.713,1.77031121870346e-250,2,SPCS2
NACA1,4.25447868097758e-222,0.396993190030751,0.817,0.726,1.90328358272213e-217,2,NACA
EIF3I,7.95921881894131e-199,0.270497790302924,0.766,0.607,3.56063613084158e-194,2,EIF3I
SNHG8,1.48973083939351e-135,0.848860866523401,0.823,0.619,6.66445988311082e-131,2,SNHG8
NBEAL11,7.07880517696129e-10,0.382288861669511,0.727,0.689,3.1667742839654e-05,2,NBEAL1
DLX6-AS1,0,3.77017859941058,0.908,0.033,0,3,DLX6-AS1
DLX5,0,2.99848301380558,0.826,0.053,0,3,DLX5
DLX2,0,2.66209040993234,0.819,0.072,0,3,DLX2
SP9,0,1.91315965693972,0.548,0.03,0,3,SP9
SOX41,0,1.78837348855954,0.999,0.957,0,3,SOX4
GAD2,0,1.75102125679957,0.577,0.043,0,3,GAD2
DLX1,0,1.67367458007264,0.576,0.047,0,3,DLX1
BTG1,0,1.60648959140119,0.967,0.84,0,3,BTG1
MEIS21,0,1.53128327130338,0.617,0.529,0,3,MEIS2
GAD1,0,1.52625309225595,0.494,0.035,0,3,GAD1
CXCR4,0,1.49938604754534,0.358,0.204,0,3,CXCR4
DCX1,0,1.47806753673511,0.984,0.58,0,3,DCX
SYNPR,0,1.41281273410901,0.306,0.045,0,3,SYNPR
TUBB2B,0,1.40373189208704,0.82,0.635,0,3,TUBB2B
CCDC88A,0,1.30436601686899,0.707,0.464,0,3,CCDC88A
ANKRD12,0,1.29599539953976,0.63,0.318,0,3,ANKRD12
SLC32A1,0,1.28109684003948,0.471,0.025,0,3,SLC32A1
HMP191,0,1.22238813587986,0.537,0.14,0,3,HMP19
TMEM123,0,1.17330274334509,0.541,0.392,0,3,TMEM123
ARX,0,1.11074638237149,0.404,0.09,0,3,ARX
HN1,0,1.09860411065019,0.759,0.484,0,3,HN1
RND3,0,1.09599904944753,0.55,0.375,0,3,RND3
MPPED2,0,1.08855539055197,0.49,0.341,0,3,MPPED2
SHTN11,0,1.0765099223966,0.487,0.289,0,3,SHTN1
ERBB4,0,1.07625772770449,0.272,0.033,0,3,ERBB4
AC004158.3,0,1.06539338729687,0.279,0.046,0,3,AC004158.3
ZFHX3,0,1.03873374679981,0.35,0.151,0,3,ZFHX3
WHSC1L1,0,1.03406108951849,0.633,0.387,0,3,WHSC1L1
CHCHD2,0,1.02784001082014,0.722,0.479,0,3,CHCHD2
DLX6,0,1.01239982097839,0.329,0.025,0,3,DLX6
MALAT11,0,1.01107631720354,1,0.996,0,3,MALAT1
TUBB2A1,0,0.93277713601742,0.967,0.754,0,3,TUBB2A
PFN2,0,0.927085102103422,0.799,0.84,0,3,PFN2
PRKX,0,0.923695936562067,0.564,0.437,0,3,PRKX
MLLT111,0,0.923324690184835,0.986,0.859,0,3,MLLT11
CELF41,0,0.911764238413548,0.544,0.283,0,3,CELF4
CITED2,0,0.903699617826643,0.608,0.482,0,3,CITED2
MTSS11,0,0.900719723442561,0.513,0.277,0,3,MTSS1
DYNC1I21,0,0.899422809278064,0.815,0.739,0,3,DYNC1I2
PDZRN3,0,0.891296609402704,0.275,0.062,0,3,PDZRN3
TERF2IP1,0,0.887200433616256,0.884,0.695,0,3,TERF2IP
NSG11,0,0.875237631708078,0.511,0.244,0,3,NSG1
SP8,0,0.871726074249386,0.273,0.072,0,3,SP8
SYT12,0,0.861116085620752,0.748,0.616,0,3,SYT1
SCG31,0,0.860864999483766,0.634,0.397,0,3,SCG3
AKAP91,0,0.8454045828732,0.768,0.674,0,3,AKAP9
TMEM161B-AS12,0,0.842281910811783,0.683,0.538,0,3,TMEM161B-AS1
GDAP1L11,0,0.836394628098844,0.561,0.313,0,3,GDAP1L1
STMN21,0,0.830651710528671,0.959,0.496,0,3,STMN2
ELAVL31,0,0.814911930741786,0.81,0.513,0,3,ELAVL3
WBP5,0,0.807631257301291,0.565,0.397,0,3,WBP5
FAM215B,0,0.802432071745548,0.41,0.198,0,3,FAM215B
C11orf961,0,0.794585312806911,0.4,0.187,0,3,C11orf96
INA1,0,0.783420313722845,0.643,0.346,0,3,INA
PDE4DIP1,0,0.772872422092372,0.434,0.3,0,3,PDE4DIP
DCLK2,0,0.770398062195996,0.348,0.168,0,3,DCLK2
SLAIN1,0,0.76657221404997,0.365,0.205,0,3,SLAIN1
MIR7-3HG,0,0.766176928689273,0.293,0.101,0,3,MIR7-3HG
RTN11,0,0.765204308316911,0.868,0.496,0,3,RTN1
NRXN3,0,0.7645245988,0.301,0.063,0,3,NRXN3
PNRC11,0,0.763744319901563,0.719,0.628,0,3,PNRC1
DAAM11,0,0.762575071894942,0.715,0.614,0,3,DAAM1
FAM65B,0,0.760017622353677,0.255,0.038,0,3,FAM65B
AES1,0,0.751893017326303,0.593,0.499,0,3,AES
ZNF4281,0,0.74815901022037,0.862,0.8,0,3,ZNF428
PBX3,0,0.747776877219253,0.273,0.143,0,3,PBX3
CCNI1,0,0.746507381994746,0.986,0.983,0,3,CCNI
ACTG11,0,0.740536758429714,0.997,0.998,0,3,ACTG1
ETFB,0,0.739661372421957,0.59,0.566,0,3,ETFB
MYCBP21,0,0.734978602708145,0.589,0.46,0,3,MYCBP2
C19orf43,0,0.734901301514436,0.627,0.454,0,3,C19orf43
FNBP1L1,0,0.734150376980812,0.73,0.645,0,3,FNBP1L
NAP1L3,0,0.729432388356379,0.478,0.346,0,3,NAP1L3
RUNX1T11,0,0.72708068517137,0.446,0.282,0,3,RUNX1T1
SOX111,0,0.726765390995863,0.943,0.841,0,3,SOX11
TTC31,0,0.726554456401918,0.976,0.859,0,3,TTC3
ATAT11,0,0.725852370982317,0.649,0.502,0,3,ATAT1
ELAVL41,0,0.722483779344829,0.685,0.447,0,3,ELAVL4
RUFY21,0,0.719470504816108,0.458,0.288,0,3,RUFY2
DDX5,0,0.711582686725427,0.968,0.962,0,3,DDX5
NGFRAP11,0,0.703149322247375,0.756,0.503,0,3,NGFRAP1
TMEM35,0,0.685194700197624,0.383,0.165,0,3,TMEM35
EIF4G2,0,0.675405125606579,0.917,0.916,0,3,EIF4G2
ZC2HC1A1,0,0.674607868317137,0.566,0.442,0,3,ZC2HC1A
VAMP21,0,0.672155634272527,0.882,0.742,0,3,VAMP2
TAGLN31,0,0.671358839620879,0.759,0.512,0,3,TAGLN3
MAPT1,0,0.665470364367406,0.67,0.368,0,3,MAPT
MLLT4,0,0.661990030267944,0.428,0.298,0,3,MLLT4
TMSB101,0,0.65792266580062,0.999,0.996,0,3,TMSB10
ASCL1,0,0.652795608253203,0.288,0.123,0,3,ASCL1
TBCC,0,0.651690165926114,0.379,0.242,0,3,TBCC
RAB33A,0,0.650865250858121,0.351,0.164,0,3,RAB33A
EPC11,0,0.634089684027027,0.636,0.598,0,3,EPC1
CCSER1,0,0.633531936724498,0.25,0.086,0,3,CCSER1
CBX3,0,0.63189325888896,0.681,0.688,0,3,CBX3
KMT2E,0,0.630564714971695,0.794,0.752,0,3,KMT2E
CEP1701,0,0.614434487855735,0.601,0.495,0,3,CEP170
CSNK1E1,0,0.613253957640733,0.57,0.504,0,3,CSNK1E
RNF241,0,0.61121753203488,0.487,0.379,0,3,RNF24
CRMP11,0,0.600146433174295,0.852,0.657,0,3,CRMP1
CAMK2N11,0,0.586655938962103,0.633,0.441,0,3,CAMK2N1
CHD9,0,0.580856277787801,0.72,0.723,0,3,CHD9
MAP21,0,0.574797784606313,0.755,0.567,0,3,MAP2
ARID4B,0,0.573462098929172,0.668,0.66,0,3,ARID4B
GADD45G1,0,0.561099299473183,0.479,0.309,0,3,GADD45G
SRRM41,0,0.559144784636296,0.335,0.184,0,3,SRRM4
MT-ND31,0,0.550318725737546,0.704,0.487,0,3,MT-ND3
H3F3B,0,0.549866778483892,0.997,0.997,0,3,H3F3B
RAB3A1,0,0.543596022647965,0.631,0.405,0,3,RAB3A
FSCN1,0,0.543394644676798,0.706,0.709,0,3,FSCN1
STMN41,0,0.53460557332324,0.761,0.56,0,3,STMN4
KLC11,0,0.532875283176498,0.694,0.584,0,3,KLC1
FEZ11,0,0.532063106055988,0.818,0.721,0,3,FEZ1
WSB1,0,0.528816524788588,0.834,0.825,0,3,WSB1
FOXG12,0,0.528158973683295,0.558,0.413,0,3,FOXG1
TUBA1A1,0,0.523985262854329,0.999,0.973,0,3,TUBA1A
PAK31,0,0.522676312293643,0.703,0.53,0,3,PAK3
RBFOX21,0,0.518498102521703,0.744,0.602,0,3,RBFOX2
C1orf611,0,0.511825164210375,0.81,0.595,0,3,C1orf61
MIR124-2HG,0,0.508058641283862,0.251,0.119,0,3,MIR124-2HG
RPAIN1,0,0.507707308245544,0.747,0.748,0,3,RPAIN
TMSB4X1,0,0.506792394075557,1,0.999,0,3,TMSB4X
DNAJA1,0,0.505000395398711,0.805,0.824,0,3,DNAJA1
NREP1,0,0.501499674549345,0.806,0.811,0,3,NREP
DCTN31,0,0.498722224604358,0.723,0.677,0,3,DCTN3
UBC1,0,0.495736755428414,0.971,0.949,0,3,UBC
USP111,0,0.494398605952086,0.777,0.75,0,3,USP11
DNAJB61,0,0.472974423555554,0.839,0.854,0,3,DNAJB6
RPL38,0,0.470406062781346,0.973,0.987,0,3,RPL38
BEX11,0,0.468492141398581,0.839,0.747,0,3,BEX1
TAF7,0,0.46773403394668,0.792,0.822,0,3,TAF7
TOMM7,0,0.465796790915712,0.855,0.901,0,3,TOMM7
MARCKSL11,0,0.463863747652024,0.994,0.991,0,3,MARCKSL1
HNRNPK,0,0.459507211724849,0.905,0.922,0,3,HNRNPK
PAFAH1B31,0,0.446089211265789,0.831,0.829,0,3,PAFAH1B3
ATP5E,0,0.439216461456329,0.945,0.965,0,3,ATP5E
STMN11,0,0.432158494344494,0.997,0.984,0,3,STMN1
COX7A21,0,0.426130673447037,0.953,0.961,0,3,COX7A2
EIF4A21,0,0.425224552361011,0.957,0.962,0,3,EIF4A2
TTC9B1,0,0.424754345426723,0.507,0.311,0,3,TTC9B
PTMS1,0,0.419990583717735,0.947,0.953,0,3,PTMS
YWHAQ,0,0.418286026222598,0.949,0.959,0,3,YWHAQ
CD241,0,0.409547659461794,0.929,0.713,0,3,CD24
MAP1B1,0,0.368647682589303,0.981,0.942,0,3,MAP1B
MARCKS1,0,0.357125818099005,0.956,0.955,0,3,MARCKS
PCSK1N1,0,0.354532614762871,0.823,0.622,0,3,PCSK1N
EIF1,0,0.348223748339266,0.994,0.997,0,3,EIF1
RTN41,0,0.332875859399845,0.962,0.952,0,3,RTN4
BASP11,0,0.32218998685073,0.975,0.908,0,3,BASP1
CFL11,7.12256324216261e-307,0.282024718997638,0.99,0.993,3.18634989201386e-302,3,CFL1
PJA11,1.89063690207047e-306,0.585733361918668,0.583,0.528,8.45795324510244e-302,3,PJA1
RTF11,2.16624581900093e-306,0.420740592689956,0.802,0.846,9.69091729588255e-302,3,RTF1
DDX241,3.45099063288996e-303,0.503914705295276,0.721,0.737,1.54383516952965e-298,3,DDX24
TRIM36,8.37654533273546e-300,0.533013126751598,0.268,0.144,3.74733132005253e-295,3,TRIM36
PLS31,2.97649626419228e-296,1.28911863879639,0.391,0.291,1.33156536874906e-291,3,PLS3
RBM39,9.74775051825335e-296,0.468063921979653,0.762,0.8,4.36075367184582e-291,3,RBM39
ATP1B11,3.37802114160995e-294,0.718651717826709,0.561,0.493,1.51119153791063e-289,3,ATP1B1
KIF3A1,1.99162203776582e-293,0.561504021715623,0.567,0.485,8.90972034814916e-289,3,KIF3A
TUBB1,6.19564948545144e-293,0.309619169695843,0.996,0.995,2.77168575381156e-288,3,TUBB
ARID4A1,7.25084300221683e-291,0.54715272876689,0.592,0.503,3.24373712547172e-286,3,ARID4A
LINC00632,9.64707500321563e-291,0.631005115734295,0.441,0.323,4.31571547343854e-286,3,LINC00632
H3F3A,1.95082628688797e-285,0.258678673978768,0.995,0.997,8.72721647702203e-281,3,H3F3A
RERE,2.0839840387016e-281,0.609069086071256,0.527,0.469,9.32291099553546e-277,3,RERE
TCEB21,4.94345762400646e-281,0.466251726253168,0.678,0.492,2.21150520267553e-276,3,TCEB2
ARL4C,6.42862891395092e-281,0.675913074353732,0.439,0.336,2.87591143094508e-276,3,ARL4C
KHDRBS1,1.41701609196674e-277,0.395117527942403,0.854,0.903,6.33916318902239e-273,3,KHDRBS1
COMMD61,3.80394272035044e-274,0.374419109945061,0.888,0.941,1.70173181537598e-269,3,COMMD6
ZBTB201,6.33437364775089e-272,0.62741932900574,0.424,0.295,2.83374539505784e-267,3,ZBTB20
BCL11B1,4.96064585900455e-271,0.512758203595493,0.325,0.188,2.21919453148427e-266,3,BCL11B
MORF4L2,3.8152003282304e-266,0.379151622682311,0.849,0.879,1.70676801883715e-261,3,MORF4L2
APLP11,1.14992549157035e-263,0.4390456988354,0.638,0.517,5.14430667908911e-259,3,APLP1
KIDINS2201,6.96154380581036e-260,0.481112359561319,0.569,0.456,3.11431623696732e-255,3,KIDINS220
JAKMIP21,4.38760977467997e-259,0.570968602399372,0.473,0.377,1.96284110880083e-254,3,JAKMIP2
TSC22D11,1.8398656516587e-256,0.419112004269382,0.818,0.83,8.23082297926036e-252,3,TSC22D1
GSTA41,1.0403272602602e-254,0.446199906282958,0.703,0.663,4.65400803150001e-250,3,GSTA4
DPYSL4,1.86731661811022e-254,0.56035251905116,0.424,0.324,8.35362762277788e-250,3,DPYSL4
TRIM16,6.13730509860514e-254,0.485306463710308,0.256,0.145,2.745584808912e-249,3,TRIM16
SH3BP51,1.55047897760452e-249,0.531738304233837,0.406,0.288,6.93622275421159e-245,3,SH3BP5
ACTL6B1,1.31014512411892e-243,0.471911548077751,0.313,0.193,5.86106522725842e-239,3,ACTL6B
HNRNPDL,2.63206808286495e-242,0.344753061053112,0.932,0.956,1.17748197755046e-237,3,HNRNPDL
PLK21,1.16062637978345e-238,0.673317279571894,0.393,0.283,5.19217817259925e-234,3,PLK2
EVL1,1.22221984702553e-238,0.462310613295658,0.609,0.529,5.46772270765341e-234,3,EVL
PRMT21,2.02314719425251e-231,0.544865947134185,0.559,0.528,9.05075128820801e-227,3,PRMT2
VAPA,8.87491086826633e-231,0.512243469324438,0.57,0.521,3.97028012602763e-226,3,VAPA
MIR181A1HG,9.82674469333572e-228,0.548007356515505,0.25,0.144,4.39609250601067e-223,3,MIR181A1HG
CLASP11,1.12117638394614e-227,0.614235269783709,0.323,0.221,5.01569467122144e-223,3,CLASP1
TMSB15A,2.65408163410677e-225,0.381205458225164,0.797,0.803,1.18732995983401e-220,3,TMSB15A
MYEOV2,5.65949054265603e-224,0.515764018867455,0.516,0.418,2.5318296891626e-219,3,MYEOV2
NOVA1,2.66685613445355e-223,0.55485663611827,0.475,0.391,1.19304476030914e-218,3,NOVA1
MT-ND4L,3.56777478901671e-223,0.611894527549882,0.349,0.245,1.59607972961451e-218,3,MT-ND4L
SARAF1,1.37863225652608e-221,0.32226987995623,0.853,0.884,6.16744926279508e-217,3,SARAF
TSC22D3,2.19583764476256e-221,0.529074841056839,0.363,0.259,9.8232992876098e-217,3,TSC22D3
APC1,1.08837137163202e-220,0.552339070964098,0.48,0.397,4.86893816813302e-216,3,APC
PAK2,1.26164622349183e-220,0.53451963001401,0.586,0.591,5.64410054541304e-216,3,PAK2
DHPS1,5.94259895587749e-216,0.52219219851542,0.551,0.527,2.65848106890135e-211,3,DHPS
SELK,2.19589826956339e-213,0.487408908091285,0.484,0.388,9.82357049871877e-209,3,SELK
HNRNPA0,7.86971363129443e-212,0.323498416993958,0.884,0.926,3.52059509009588e-207,3,HNRNPA0
ATRX1,5.92164001306561e-210,0.433777467871925,0.739,0.782,2.64910487624503e-205,3,ATRX
KIAA20261,1.27445424072265e-208,0.564262063111481,0.399,0.316,5.70139849129685e-204,3,KIAA2026
COX7C,7.19155699063042e-207,0.256740494724446,0.966,0.983,3.21721493532842e-202,3,COX7C
GABARAPL21,3.54254918968668e-206,0.310661485950909,0.837,0.873,1.58479480549823e-201,3,GABARAPL2
GPC21,7.72234528848463e-206,0.499952307210107,0.477,0.387,3.45466838825648e-201,3,GPC2
SEC621,1.12429612652262e-199,0.367362454410681,0.779,0.832,5.02965115161161e-195,3,SEC62
ZEB21,3.05924618224568e-199,0.614590882782838,0.416,0.323,1.36858437208943e-194,3,ZEB2
SEPT71,1.49524494854478e-195,0.329194586179471,0.872,0.911,6.68912780180994e-191,3,SEPT7
MKRN1,4.24753868827097e-195,0.448164187524106,0.621,0.646,1.9001789075849e-190,3,MKRN1
ZNF704,3.65087273735109e-194,0.511758947672842,0.284,0.186,1.63325442778138e-189,3,ZNF704
RP11-382A20.3,4.58641914977793e-194,0.518927303438669,0.389,0.3,2.05178047084466e-189,3,RP11-382A20.3
ZSCAN18,1.34571942994521e-193,0.507221116686708,0.494,0.446,6.02021044180287e-189,3,ZSCAN18
NRXN11,2.50561354956129e-193,0.574378980540251,0.489,0.393,1.12091127753174e-188,3,NRXN1
SEZ6L21,1.52261794382576e-192,0.395329843041806,0.497,0.379,6.81158363349891e-188,3,SEZ6L2
RAB2A1,2.98515894022426e-191,0.360160737754168,0.748,0.778,1.33544070349872e-186,3,RAB2A
DPYSL31,4.52834411105923e-190,0.429773917264391,0.612,0.571,2.02580002152346e-185,3,DPYSL3
PHF141,1.44056719711986e-188,0.372909654572119,0.739,0.787,6.4445214130354e-184,3,PHF14
ANKRD36C1,6.81687661052904e-183,0.509499120012399,0.337,0.247,3.04959792048627e-178,3,ANKRD36C
KLF71,1.5245801749812e-181,0.476658049449887,0.385,0.295,6.82036187079591e-177,3,KLF7
ZNF91,1.59667118137052e-181,0.511197868009514,0.329,0.242,7.14286819697914e-177,3,ZNF91
LRRN3,3.31100307160785e-181,0.492286854979165,0.252,0.153,1.48121033411449e-176,3,LRRN3
RBP1,4.69187375087087e-178,0.670501081283876,0.334,0.241,2.09895664118959e-173,3,RBP1
RSF11,6.35678185135878e-177,0.398278222230754,0.703,0.758,2.84376992902386e-172,3,RSF1
ATCAY1,1.47016223336944e-176,0.468696066489578,0.379,0.289,6.57691776720154e-172,3,ATCAY
PFDN21,4.87669986856228e-172,0.326029919213513,0.769,0.823,2.18164045320002e-167,3,PFDN2
NCAM11,5.94351529749276e-172,0.315151986441007,0.582,0.472,2.65889100348636e-167,3,NCAM1
CADM11,1.32930640821125e-171,0.59630563619383,0.52,0.479,5.94678514777383e-167,3,CADM1
NLRP11,2.29822961862304e-171,0.383285699014364,0.614,0.57,1.0281360021872e-166,3,NLRP1
RTN31,5.62770990552713e-171,0.276352450873295,0.849,0.888,2.51761230333662e-166,3,RTN3
USMG51,7.28370535150971e-170,0.320290164391795,0.805,0.86,3.25843842605138e-165,3,USMG5
TCEB11,1.69985812025407e-169,0.434344628423251,0.504,0.419,7.60448528676859e-165,3,TCEB1
NDN1,1.77993611036908e-169,0.387544400636132,0.675,0.679,7.96272218334709e-165,3,NDN
IP6K21,4.05575097785676e-168,0.42165016393675,0.62,0.644,1.814380757454e-163,3,IP6K2
RUFY31,3.31759983513886e-166,0.347812215568735,0.632,0.557,1.48416146224772e-161,3,RUFY3
PRR4,3.45774908926924e-166,0.450990643209897,0.273,0.186,1.54685863257549e-161,3,PRR4
MT-ATP61,1.19889788364393e-164,0.312499344067752,0.713,0.492,5.3633895722695e-160,3,MT-ATP6
MT-ND51,1.33830597552443e-161,0.454703098152915,0.711,0.687,5.9870456121061e-157,3,MT-ND5
DLGAP41,1.27155216717384e-160,0.492770114677867,0.486,0.457,5.6884157750689e-156,3,DLGAP4
DYNLRB11,7.66007172777408e-158,0.347802385570709,0.713,0.764,3.42680968813701e-153,3,DYNLRB1
HP1BP3,7.84779088626923e-158,0.439479066711959,0.619,0.642,3.5107877308814e-153,3,HP1BP3
SON,1.26140038932729e-155,0.315787541148356,0.811,0.879,5.64300078169455e-151,3,SON
BEX21,9.95810685841383e-155,0.443650562781359,0.659,0.673,4.45485868418001e-150,3,BEX2
