,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
MRPL511,5.39880011291221e-231,0.402327486125366,0.924,0.745,2.41520721851241e-226,7,MRPL51
PTGES31,8.07422185321292e-231,0.529049451691568,0.91,0.789,3.61208388825333e-226,7,PTGES3
RANGRF,2.4252336307998e-230,0.433185198314691,0.493,0.274,1.0849525170746e-225,7,RANGRF
CENPV2,6.78632651991489e-230,0.46223686640605,0.957,0.858,3.03593103194912e-225,7,CENPV
RANBP12,2.31434644670027e-229,0.394583347071859,0.961,0.853,1.03534602639583e-224,7,RANBP1
SNRPG1,4.42891638023721e-229,0.414181766256059,0.949,0.817,1.98132003186292e-224,7,SNRPG
ID42,5.770742396488e-229,0.391662540226364,0.69,0.423,2.58159931849287e-224,7,ID4
LIX1L,8.54882698319102e-229,0.251657250281307,0.345,0.146,3.82440323920034e-224,7,LIX1L
FZD22,1.09655725341336e-227,0.275933625942309,0.357,0.157,4.90555852886999e-223,7,FZD2
SLC4A8,5.66424179321242e-227,0.261961548302912,0.343,0.147,2.53395520861151e-222,7,SLC4A8
CBX1,9.80034688508746e-227,0.409472291911915,0.939,0.807,4.38428318251273e-222,7,CBX1
E2F1,2.51336751615782e-226,0.435927852389132,0.254,0.1,1.12438009202836e-221,7,E2F1
MAGOH,6.59385192659323e-226,0.397450351666672,0.75,0.493,2.94982559788075e-221,7,MAGOH
SUN21,1.49171344354046e-225,0.293569383069064,0.355,0.154,6.67332926102262e-221,7,SUN2
CEP78,1.99860605552184e-224,0.321944895066914,0.463,0.239,8.94096404998251e-220,7,CEP78
CDK16,2.17060449322884e-223,0.421137184261477,0.753,0.526,9.71041626090854e-219,7,CDK16
MID12,3.31720867406132e-222,0.348085056141292,0.501,0.267,1.48398647242807e-217,7,MID1
TMSB4X2,9.73483282698687e-220,0.547586846163227,1,0.999,4.35497481348085e-215,7,TMSB4X
SNAPC11,6.36452570122602e-219,0.331304293742466,0.4,0.196,2.84723421770047e-214,7,SNAPC1
NASP3,5.94289501971875e-218,0.464774501953163,0.896,0.706,2.65861351602138e-213,7,NASP
HSDL21,6.36764397360397e-218,0.259768996558996,0.327,0.143,2.84862920803147e-213,7,HSDL2
TUBG1,9.23166426054385e-218,0.38932411727767,0.582,0.349,4.1298773235969e-213,7,TUBG1
CENPT,2.64043876779131e-216,0.266233495697308,0.377,0.177,1.18122668715912e-211,7,CENPT
RALY,1.28134751071751e-215,0.405176126383646,0.831,0.632,5.73223622394584e-211,7,RALY
CHEK12,2.9447060821404e-215,0.339036371331825,0.428,0.218,1.31734371290633e-210,7,CHEK1
EMP22,1.05025269025561e-213,0.253086566173279,0.347,0.157,4.6984104351275e-209,7,EMP2
CBX51,1.32257320433488e-212,0.40666211856258,0.847,0.655,5.91666348691253e-208,7,CBX5
CTNNAL13,1.71637679225751e-212,0.377180787235212,0.566,0.322,7.67838321784321e-208,7,CTNNAL1
MAT2B,5.76165261895131e-212,0.277085222633915,0.417,0.206,2.57753291561406e-207,7,MAT2B
SPECC11,3.963129469961e-210,0.298374959392962,0.413,0.206,1.77294559968175e-205,7,SPECC1
CDK6,6.33920283994415e-210,0.419688565904562,0.323,0.148,2.83590578247742e-205,7,CDK6
RFC41,1.77771066744505e-208,0.375611112595459,0.532,0.304,7.95276644188218e-204,7,RFC4
STK39,5.17539311275417e-208,0.265904389772993,0.279,0.114,2.31526386292171e-203,7,STK39
TMEM107,8.24636678859668e-208,0.266942583227771,0.338,0.153,3.68909464654661e-203,7,TMEM107
TMEM1231,3.71152676986422e-207,0.324949919422136,0.656,0.397,1.66038861576646e-202,7,TMEM123
TPR,1.01494572464085e-205,0.405471112736481,0.843,0.657,4.54046119375332e-201,7,TPR
CCDC88A1,3.81344551147641e-205,0.364604614746204,0.725,0.481,1.70598298401409e-200,7,CCDC88A
HNRNPK1,4.17181414056714e-205,0.351374957945894,0.975,0.917,1.86630277392412e-200,7,HNRNPK
DCAF7,2.42579536467148e-204,0.493044334185777,0.651,0.454,1.08520381433943e-199,7,DCAF7
TRA2B,3.97363449579886e-204,0.388735930130508,0.918,0.786,1.77764512804058e-199,7,TRA2B
UACA1,3.17874064684571e-203,0.275535740606618,0.269,0.113,1.4220414157729e-198,7,UACA
VBP11,1.13994589369792e-202,0.36771281970839,0.888,0.712,5.09966195004703e-198,7,VBP1
CDC27,3.31388848843035e-202,0.326518460050225,0.462,0.25,1.4825011541842e-197,7,CDC27
AAAS,1.21107610431698e-201,0.259315580228949,0.43,0.219,5.41787006027242e-197,7,AAAS
CCT51,1.96881193878588e-201,0.383733433249558,0.911,0.723,8.80767708935252e-197,7,CCT5
USP13,1.36251536000889e-199,0.259801860191779,0.313,0.139,6.09534871453578e-195,7,USP13
ZBTB202,1.49698877560988e-198,0.353974178108242,0.555,0.298,6.69692898656834e-194,7,ZBTB20
PTN2,1.67139105195399e-198,0.496863513276794,0.773,0.601,7.47713501002138e-194,7,PTN
DBI3,9.04424971726006e-197,0.53311946372529,0.887,0.678,4.04603555351346e-192,7,DBI
IQGAP22,8.29635308766544e-196,0.29410248787735,0.362,0.174,3.71145651729801e-191,7,IQGAP2
EEF1D4,1.26481546238373e-195,0.348035676196995,0.983,0.846,5.65827845251985e-191,7,EEF1D
SFRP13,3.07516511672046e-195,0.424795919686844,0.819,0.537,1.37570586661607e-190,7,SFRP1
TTYH12,1.01551500144242e-194,0.508763151340035,0.631,0.408,4.54300791045282e-190,7,TTYH1
NFIA1,1.75851518307689e-194,0.300145655623652,0.691,0.416,7.86689352301277e-190,7,NFIA
LSM31,2.86571755743514e-194,0.371929176084065,0.899,0.72,1.28200740649418e-189,7,LSM3
DLX11,1.34439638964295e-193,0.437698739551193,0.254,0.101,6.01429168870668e-189,7,DLX1
HSPB12,2.28453140364293e-193,0.40390108905237,0.778,0.524,1.0220079687337e-188,7,HSPB1
TIMELESS2,4.88817453479115e-193,0.265212921197995,0.359,0.173,2.18677375988417e-188,7,TIMELESS
ADD31,2.56129265358964e-192,0.32373509126624,0.457,0.25,1.14581988150986e-187,7,ADD3
MPPED21,3.42403800600785e-191,0.284524800717204,0.595,0.346,1.53177764236767e-186,7,MPPED2
SEPT22,2.06147556297019e-190,0.366117132995634,0.865,0.657,9.22221707850344e-186,7,SEPT2
TXNDC122,1.44323572857309e-188,0.362578118056654,0.646,0.414,6.45645935534457e-184,7,TXNDC12
CFL2,5.53733138587008e-188,0.285337214564463,0.555,0.319,2.47718056878284e-183,7,CFL2
HNRNPD2,1.59991683643556e-187,0.368606752102542,0.906,0.713,7.15738795947814e-183,7,HNRNPD
SCAF113,5.22386184605949e-187,0.338122475106041,0.692,0.456,2.33694683545317e-182,7,SCAF11
CNIH42,4.55846669579511e-186,0.372619463516804,0.716,0.469,2.0392756610309e-181,7,CNIH4
RPS27L1,1.05325013860862e-185,0.437304753934295,0.921,0.764,4.7118198200795e-181,7,RPS27L
RFC5,1.84811482511257e-185,0.270751366712004,0.363,0.181,8.26772648162361e-181,7,RFC5
UXT,2.14760529622814e-183,0.341288841172672,0.843,0.639,9.60752705320619e-179,7,UXT
CTB-50L17.10,2.31669426325993e-183,0.350280820159394,0.424,0.231,1.03639634561196e-178,7,CTB-50L17.10
VEZF1,6.54509087801623e-183,0.292039543786182,0.564,0.334,2.92801185518934e-178,7,VEZF1
RCN13,1.29845588032009e-181,0.313343640384151,0.769,0.497,5.80877222619996e-177,7,RCN1
SDCBP2,2.14558452608372e-181,0.430452232264661,0.805,0.625,9.59848693588812e-177,7,SDCBP
CNN33,4.78789360557473e-181,0.344036469429874,0.917,0.726,2.14191208338991e-176,7,CNN3
TGIF13,5.58656808878408e-181,0.303737833545435,0.535,0.303,2.49920710019845e-176,7,TGIF1
NFE2L21,6.83238972316561e-181,0.278673829123417,0.475,0.26,3.05653786655537e-176,7,NFE2L2
CHAF1A2,7.79572408107138e-181,0.344719259904803,0.471,0.261,3.48749512490809e-176,7,CHAF1A
FAM92A11,1.49957203289173e-180,0.325768330421722,0.41,0.216,6.70848544634443e-176,7,FAM92A1
GLCCI11,3.03164795203925e-177,0.322106371602572,0.458,0.252,1.35623802782428e-172,7,GLCCI1
NDUFA6,4.78853706258311e-177,0.380426193279283,0.903,0.762,2.14219994031718e-172,7,NDUFA6
AHI1,5.23087490279753e-177,0.268253741233922,0.405,0.209,2.3400841965155e-172,7,AHI1
NDUFAF31,1.87438721622241e-176,0.345866565031857,0.753,0.526,8.38525865049257e-172,7,NDUFAF3
TOP1,1.10071033499449e-175,0.375062427762398,0.816,0.633,4.92413775463137e-171,7,TOP1
OSER1,1.7986974968875e-174,0.314727147888457,0.538,0.324,8.04665312207591e-170,7,OSER1
